iter	MultiClass
193	0.08657680406
194	0.08612144367
195	0.08560205427
196	0.08512139687
197	0.08461353884
198	0.08410631924
199	0.08361037896
200	0.0831152265
201	0.08263078587
202	0.08221402176
203	0.08177822521
204	0.08130405972
205	0.08084278452
206	0.08034216258
207	0.07987805298
208	0.0794748895
209	0.079029725
210	0.07860765114
211	0.07813374481
212	0.07772883356
213	0.07729170509
214	0.07682059006
215	0.07639421754
216	0.07598034734
217	0.07555056618
218	0.07509697307
219	0.07468479263
220	0.07428798312
221	0.07393554207
222	0.07359798703
223	0.07321213882
224	0.0728264258
225	0.07245085295
226	0.07206175583
227	0.07165689762
228	0.07132686094
229	0.0709868711
230	0.07060040387
231	0.07024377932
232	0.06977863173
233	0.06942685204
234	0.06908307708
235	0.06875471023
236	0.06841552063
237	0.06808834007
238	0.06773832765
239	0.06742916936
240	0.06708799156
241	0.06679740766
242	0.06646954139
243	0.06613616055
244	0.06584146232
245	0.06553082667
246	0.06524655411
247	0.06494614172
248	0.06463111596
249	0.06435531048
250	0.06405304545
251	0.06374557556
252	0.0634397775
253	0.063120453
254	0.0627907563
255	0.06246123967
256	0.06219517679
257	0.06191207971
258	0.06160754753
259	0.06131254473
260	0.06103154335
261	0.06078344297
262	0.06053111014
263	0.06023751068
264	0.05997311575
265	0.05965739229
266	0.05943364645
267	0.05918191193
268	0.05890046777
269	0.05866226787
270	0.05845944428
271	0.05820747707
272	0.05796911765
273	0.05775156163
274	0.05750147384
275	0.05728226629
276	0.05708034184
277	0.05683162812
278	0.05663591952
279	0.05642018119
280	0.05617430674
281	0.05598362648
282	0.05575160368
283	0.05553501639
284	0.05530665234
285	0.05507258055
286	0.05484933292
287	0.05461364317
288	0.05437179913
289	0.05413317193
290	0.0539168773
291	0.05370115982
292	0.05351661124
293	0.05331839824
294	0.05309964984
295	0.05288097463
296	0.05266827807
297	0.05247604559
298	0.05227119126
299	0.05209790763
300	0.05192863772
301	0.05172918868
302	0.05152013211
303	0.05130438288
304	0.05110829215
305	0.05091465938
306	0.05071795889
307	0.05053930519
308	0.05033922181
309	0.05015028402
310	0.0499628732
311	0.04976554828
312	0.04959858648
313	0.04939759477
314	0.04920575072
315	0.04902588845
316	0.04885683596
317	0.04867906703
318	0.04846709989
319	0.04829831363
320	0.04809162516
321	0.04792978865
322	0.04775836874
323	0.04757869274
324	0.04740131746
325	0.0472380352
326	0.04707132823
327	0.04692014303
328	0.04678380565
329	0.04661945242
330	0.04645702205
331	0.04629915411
332	0.04613362832
333	0.04594872812
334	0.04579087145
335	0.04562875482
336	0.04548245336
337	0.04532493728
338	0.04519594191
339	0.04505233163
340	0.04490039064
341	0.04474230361
342	0.04460169755
343	0.04440620241
344	0.04423726443
345	0.04410013363
346	0.04395569939
347	0.0438080286
348	0.04366325275
349	0.04352019798
350	0.0433827394
351	0.04325017835
352	0.04310370831
353	0.04298181275
354	0.04282198287
355	0.04268690838
356	0.04255074353
357	0.04242547253
358	0.04228906389
359	0.04215815052
360	0.04202853671
361	0.04189981228
362	0.04176758832
363	0.0416406152
364	0.04151805058
365	0.04138748036
366	0.04127307563
367	0.04114682814
368	0.041018595
369	0.04089364037
370	0.04078105794
371	0.04066290579
372	0.04053818015
373	0.04041151271
374	0.04029160581
375	0.04017566692
376	0.04004600307
377	0.03991821699
378	0.03979792774
379	0.03968811274
380	0.03957817749
381	0.03946710044
382	0.03935919689
383	0.03924081533
384	0.03912243402
385	0.03901133224
386	0.0389030412
387	0.03878863054
388	0.0386842498
389	0.03857573041
390	0.03846294698
391	0.03837652934
392	0.03827154018
393	0.03816064097
394	0.03805953522
395	0.03794984396
396	0.03783144206
397	0.03772443735
398	0.037615996
399	0.03750805531
400	0.03740078839
401	0.03729484585
402	0.03719566236
403	0.03709016405
404	0.03698597898
405	0.03688653601
406	0.03677599184
407	0.03667352386
408	0.03656214916
409	0.03646940406
410	0.03637866001
411	0.03627399539
412	0.0361603079
413	0.03605247358
414	0.03594216406
415	0.03581132569
416	0.03571420784
417	0.03561724999
418	0.03551752893
419	0.03541976384
420	0.0353202505
421	0.03522731982
422	0.0351322395
423	0.03505159874
424	0.03496341829
425	0.03487045658
426	0.03477817118
427	0.03469562617
428	0.03458397759
429	0.03449000993
430	0.03439871113
431	0.03430424403
432	0.03421551811
433	0.03413149041
434	0.03403773736
435	0.03393692215
436	0.03384757663
437	0.03376019496
438	0.03366975825
439	0.03358645615
440	0.03350034558
441	0.03342228382
442	0.03332253293
443	0.03323703234
444	0.03315757977
445	0.03307164241
446	0.03299280657
447	0.03291920741
448	0.03284453057
449	0.03274914767
450	0.03267215427
451	0.03259018412
452	0.0325083593
453	0.03242758529
454	0.03233989732
455	0.03226600817
456	0.0321812712
457	0.03209407348
458	0.03201188937
459	0.03191428944
460	0.03183472812
461	0.03175673389
462	0.03167501536
463	0.03159756007
464	0.03152051939
465	0.03144214293
466	0.03137196282
467	0.03130010503
468	0.03123743445
469	0.03115727528
470	0.03108297934
471	0.0310139606
472	0.03094421045
473	0.03086961144
474	0.03078439941
475	0.03071414356
476	0.03062484589
477	0.03055336856
478	0.03047019184
479	0.03039897523
480	0.03032811296
481	0.03025968614
482	0.03018149966
483	0.03011163978
484	0.03004436176
485	0.02997919237
486	0.02989255912
487	0.02981377516
488	0.02974522607
489	0.02967828777
490	0.02960069495
491	0.02953338687
492	0.02946699553
493	0.0293830711
494	0.02931827133
495	0.02925057615
496	0.02917708072
497	0.02910985507
498	0.02904187991
499	0.02897091807
500	0.02890639667
501	0.0288388452
502	0.02877482387
503	0.02871047478
504	0.0286464421
505	0.02857874495
506	0.02850461312
507	0.02844789229
508	0.02838191648
509	0.02831987339
510	0.02825604162
511	0.02819399528
512	0.02813553375
513	0.02806335381
514	0.02800308305
515	0.02794465767
516	0.02788449493
517	0.02782660407
518	0.02776496516
519	0.02770558482
520	0.02764968971
521	0.02759257113
522	0.02753690656
523	0.02747848155
524	0.02741472657
525	0.0273568347
526	0.02730259047
527	0.02722379718
528	0.02716618061
529	0.02710159042
530	0.02704586465
531	0.02698991958
532	0.02693445071
533	0.02687851015
534	0.02682122767
535	0.02677716643
536	0.02672144312
537	0.02666987644
538	0.02661583768
539	0.02656119104
540	0.02649846117
541	0.02644921141
542	0.02639523274
543	0.02632623844
544	0.02627268485
545	0.02622086078
546	0.02615973824
547	0.02610199965
548	0.02605029832
549	0.02599949968
550	0.02594594742
551	0.02589682811
552	0.02584066093
553	0.02579242212
554	0.02573774242
555	0.02568646209
556	0.02564127245
557	0.02558326868
558	0.02553502661
559	0.02548453275
560	0.02542110653
561	0.02537523996
562	0.02532880334
563	0.02527668125
564	0.0252320535
565	0.02517951507
566	0.02513134887
567	0.02507358844
568	0.02502744116
569	0.02497850047
570	0.02493010034
571	0.0248858535
572	0.02483703393
573	0.0247891821
574	0.0247479284
575	0.02469108554
576	0.02464137484
577	0.02459992754
578	0.0245361615
579	0.02448944136
580	0.02443380761
581	0.02438840024
582	0.02434286197
583	0.0242839215
584	0.02423774359
585	0.02419364595
586	0.02415137508
587	0.02410608141
588	0.02406255184
589	0.02401722114
590	0.02396443599
591	0.02392296711
592	0.02388094657
593	0.02383601804
594	0.02378842753
595	0.023744475
596	0.02369840406
597	0.02365599892
598	0.02361489179
599	0.02356817073
600	0.02352460285
601	0.02348585134
602	0.02344533198
603	0.02340263093
604	0.02336355824
605	0.02331743422
606	0.02326005281
607	0.02322079882
608	0.02318118413
609	0.02313940878
610	0.0230957196
611	0.02305033681
612	0.02300768996
613	0.02296877478
614	0.022927762
615	0.02288491678
616	0.02283626292
617	0.02279380175
618	0.0227456894
619	0.02270501
620	0.02265777878
621	0.02261784613
622	0.0225704873
623	0.02253030899
624	0.02248894848
625	0.02244490448
626	0.02240217644
627	0.02236735382
628	0.02232951077
629	0.02227706896
630	0.02223843196
631	0.02219459289
632	0.02215552213
633	0.02211686299
634	0.02208228092
635	0.02204485155
636	0.02200764106
637	0.02196949328
638	0.02192550827
639	0.02188269267
640	0.02184741394
641	0.02180846922
642	0.02177100695
643	0.02173817344
644	0.02170317953
645	0.02166647672
646	0.02162862032
647	0.02159538974
648	0.02155905577
649	0.02152408887
650	0.02148239228
651	0.02144438205
652	0.02140432421
653	0.02137393883
654	0.02133833618
655	0.02130286116
656	0.02126751305
657	0.02122890292
658	0.02120013958
659	0.02116252171
660	0.02112545892
661	0.02109308827
662	0.02105217183
663	0.02101331027
664	0.02097591812
665	0.02093627747
666	0.02090300652
667	0.02086367148
668	0.02083219318
669	0.0208013948
670	0.02076541944
671	0.02073232741
672	0.02069968151
673	0.02066843431
674	0.02063681904
675	0.02060226559
676	0.0205626737
677	0.02052592389
678	0.02048672075
679	0.02044788555
680	0.02040253473
681	0.02037383075
682	0.02034137674
683	0.02030790124
684	0.02027727248
685	0.02024396289
686	0.02021072901
687	0.02017786352
688	0.02014494368
689	0.02010966682
690	0.02008063552
691	0.02005214419
692	0.02001773627
693	0.0199834071
694	0.01995583435
695	0.01992959294
696	0.01989852873
697	0.01986947679
698	0.01983860029
699	0.01980745706
700	0.01976795749
701	0.01973794735
702	0.01970574514
703	0.01967955036
704	0.01964886949
705	0.01961866408
706	0.01958855888
707	0.01955742453
708	0.01952750746
709	0.01949620667
710	0.01946648757
711	0.01944231721
712	0.019411511
713	0.01937821969
714	0.01934885755
715	0.01931922463
716	0.01929404407
717	0.01926642947
718	0.01923741146
719	0.01921008643
720	0.01917875879
721	0.01914544922
722	0.01911909499
723	0.0190919844
724	0.01906525655
725	0.01903861777
726	0.01901025789
727	0.01897583187
728	0.01894914011
729	0.0189202751
730	0.01888686935
731	0.01885859919
732	0.01882978272
733	0.01880247099
734	0.01877124034
735	0.01874794581
736	0.01872008361
737	0.01868897586
738	0.01866210932
739	0.01863245766
740	0.01860509923
741	0.01857767054
742	0.01854087049
743	0.01851904947
744	0.01848963677
745	0.01846417926
746	0.01843067654
747	0.01839947973
748	0.01837365585
749	0.01834718065
750	0.01832078792
751	0.0182966723
752	0.01826531139
753	0.01823581946
754	0.01820625522
755	0.01817937094
756	0.01815428217
757	0.01812844396
758	0.01809923678
759	0.0180726182
760	0.0180429477
761	0.01801579384
762	0.01799034971
763	0.01796601177
764	0.01793914813
765	0.01791013494
766	0.01788467893
767	0.01786098581
768	0.01783567466
769	0.01781100374
770	0.01778448416
771	0.01775966829
772	0.01773492729
773	0.01771041267
774	0.01768430502
775	0.01765833673
776	0.01763290873
777	0.01760402638
778	0.01757757444
779	0.01754949584
780	0.01752562032
781	0.01749773164
782	0.01746943459
783	0.01744589149
784	0.01741992161
785	0.01739580266
786	0.01737220869
787	0.01734386777
788	0.0173216725
789	0.01729829575
790	0.01727371993
791	0.01724999549
792	0.01722785231
793	0.01720450808
794	0.01718004591
795	0.01715902591
796	0.01713287729
797	0.01710746927
798	0.01708078566
799	0.01705758981
800	0.01703347732
801	0.01701032602
802	0.0169879038
803	0.016961668
804	0.01693534175
805	0.01691312861
806	0.01689181578
807	0.0168709111
808	0.01684737705
809	0.01682508346
810	0.01680256503
811	0.01678384325
812	0.01676144088
813	0.01674034666
814	0.0167194661
815	0.01669724122
816	0.01667430499
817	0.01664832676
818	0.01662599965
819	0.01660357233
820	0.01658239782
821	0.01656085021
822	0.01654072281
823	0.01652054044
824	0.01649958307
825	0.01647850278
826	0.01645708254
827	0.01643553167
828	0.01641657051
829	0.01639263815
830	0.01637263177
831	0.01634921322
832	0.01632959218
833	0.01630837422
834	0.01628774585
835	0.01626574517
836	0.01624348074
837	0.01622268391
838	0.01620193981
839	0.0161771755
840	0.0161549882
841	0.01613442585
842	0.01611370894
843	0.01609412428
844	0.01607371011
845	0.01605315418
846	0.01603605048
847	0.01601859873
848	0.01599666682
849	0.01597652707
850	0.01595623219
851	0.01593751831
852	0.01591684955
853	0.0158967069
854	0.01587662105
855	0.01585735768
856	0.01583875661
857	0.01581882069
858	0.01579837897
859	0.01577561878
860	0.01575717678
861	0.01573520357
862	0.0157166996
863	0.01569772074
864	0.01567640866
865	0.01565687699
866	0.01564059099
867	0.01562060192
868	0.01560265288
869	0.0155832733
870	0.01556582766
871	0.01554670761
872	0.01552662378
873	0.01550384922
874	0.01548695989
875	0.01546460711
876	0.01544689574
877	0.01542606334
878	0.01540422343
879	0.01538536605
880	0.01536471327
881	0.01534595341
882	0.01532521687
883	0.01530655732
884	0.01528642821
885	0.01526894489
886	0.01524842109
887	0.01522940583
888	0.01521098386
889	0.0151941307
890	0.01517590591
891	0.01515930904
892	0.01514211756
893	0.01512415804
894	0.01510949896
895	0.01509258463
896	0.01507159422
897	0.0150536607
898	0.01503671032
899	0.01501799296
900	0.01499990543
901	0.01498360124
902	0.01496587551
903	0.01494899616
904	0.01493104535
905	0.01491344834
906	0.01489589629
907	0.01487891748
908	0.01486060203
909	0.01484419735
910	0.01482869015
911	0.01480850728
912	0.01479113017
913	0.01477386092
914	0.01475436252
915	0.0147343873
916	0.01471712115
917	0.01470082662
918	0.01468453155
919	0.01466959659
920	0.01465248822
921	0.01463750707
922	0.01462047553
923	0.01460267221
924	0.01458670556
925	0.01456731723
926	0.0145454936
927	0.01452965436
928	0.01451324278
929	0.01449747724
930	0.01448107033
931	0.01446259021
932	0.01444025616
933	0.01442434153
934	0.01440762465
935	0.01438596079
936	0.01436667364
937	0.01435057035
938	0.01433500492
939	0.01432052856
940	0.01430571913
941	0.01429052076
942	0.01427523477
943	0.01425595103
944	0.01423980808
945	0.01422376625
946	0.01420776366
947	0.01419173198
948	0.01417521152
949	0.01415890915
950	0.01414452202
951	0.0141285761
952	0.01411449165
953	0.01409407597
954	0.01407150057
955	0.01405583627
956	0.0140374467
957	0.01402207051
958	0.01400755003
959	0.0139922048
960	0.01397755761
961	0.01396283349
962	0.01394739305
963	0.01392858348
964	0.01391451226
965	0.01389907648
966	0.01388554527
967	0.01387195517
968	0.01385661897
969	0.01384131298
970	0.01382658365
971	0.0138105759
972	0.01379451084
973	0.01378067998
974	0.0137661503
975	0.01375038708
976	0.01373415881
977	0.01371912087
978	0.01370347398
979	0.01368898663
980	0.0136733066
981	0.01365895077
982	0.01364135596
983	0.01362660568
984	0.01361227106
985	0.01359758766
986	0.01358292191
987	0.01356966701
988	0.01355217971
989	0.01353761603
990	0.01352615063
991	0.01351114318
992	0.01349486001
993	0.01347773779
994	0.01346160248
995	0.01344750171
996	0.0134351982
997	0.01341929478
998	0.01340333757
999	0.01338908683
